Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Quarter,Profit Margin
5910,US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495,Corporate,United States,San Jose,California,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,0,5.66,2016,Dec,Q4,0.39
5911,US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495,Corporate,United States,San Jose,California,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.18,3,0.2,33.86,2016,Dec,Q4,0.33
5912,CA-2016-155383,12/17/2016,12/22/2016,Standard Class,SC-20680,Home Office,United States,Seattle,Washington,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,3,0,13.03,2016,Dec,Q4,0.28
5913,CA-2014-120432,8/24/2014,8/26/2014,Second Class,DW-13585,Corporate,United States,Owensboro,Kentucky,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,3,0,6.63,2014,Aug,Q3,0.26
5914,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.04,2015,Sep,Q3,0.07
5915,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0,41.22,2015,Sep,Q3,0.47
5916,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.76,2,0.1,8.88,2015,Sep,Q3,0.04
5917,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0,27.43,2015,Sep,Q3,0.29
5918,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.7,6,0.2,158.58,2015,Sep,Q3,0.04
5919,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,5,0.2,-25.05,2015,Sep,Q3,-0.01
5920,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0,58.79,2015,Sep,Q3,0.28
5921,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.77,2015,Sep,Q3,0.33
5922,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0,53.26,2015,Sep,Q3,0.48
5923,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,New York City,New York,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0,1.36,2015,Sep,Q3,0.02
5924,CA-2016-130288,11/26/2016,11/30/2016,Second Class,DK-13225,Corporate,United States,New York City,New York,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.18,2,0.4,-120.05,2016,Nov,Q4,-0.38
5925,CA-2017-146458,11/19/2017,11/22/2017,Second Class,RB-19435,Consumer,United States,Springfield,Virginia,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,22.96,7,0,6.66,2017,Nov,Q4,0.29
5926,CA-2017-150420,6/3/2017,6/8/2017,Standard Class,GD-14590,Corporate,United States,Bellingham,Washington,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5,10,0,362.84,2017,Jun,Q2,0.33
5927,US-2014-118997,4/8/2014,4/12/2014,Standard Class,RA-19885,Corporate,United States,Decatur,Alabama,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0,316.14,2014,Apr,Q2,0.26
5928,CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555,Corporate,United States,Fayetteville,Arkansas,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,0,3.44,2014,Oct,Q4,0.47
5929,CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555,Corporate,United States,Fayetteville,Arkansas,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,0,3.92,2014,Oct,Q4,0.44
5930,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,3,0.5,-45.35,2017,Jul,Q3,-0.52
5931,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,15.55,3,0.2,5.44,2017,Jul,Q3,0.35
5932,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,683.99,2,0.4,-114,2017,Jul,Q3,-0.17
5933,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.39,3,0.2,1,2017,Jul,Q3,0.08
5934,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.78,3,0.2,4.82,2017,Jul,Q3,0.29
5935,US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92,2,0.2,85.79,2017,Jul,Q3,0.16
5936,CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465,Home Office,United States,Seattle,Washington,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0,8.64,2016,Jul,Q3,0.34
5937,CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465,Home Office,United States,Seattle,Washington,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.97,2016,Jul,Q3,0.11
5938,CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465,Home Office,United States,Seattle,Washington,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.98,3,0.2,9,2016,Jul,Q3,0.13
5939,CA-2017-122077,5/19/2017,5/25/2017,Standard Class,JF-15295,Consumer,United States,Plano,Texas,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,95.99,1,0.2,9.6,2017,May,Q2,0.1
5940,CA-2017-122077,5/19/2017,5/25/2017,Standard Class,JF-15295,Consumer,United States,Plano,Texas,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.22,4,0.2,4.3,2017,May,Q2,0.33
5941,CA-2017-112431,10/12/2017,10/14/2017,Second Class,RW-19690,Consumer,United States,Los Angeles,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,12,0,130.75,2017,Oct,Q4,0.3
5942,CA-2017-112431,10/12/2017,10/14/2017,Second Class,RW-19690,Consumer,United States,Los Angeles,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88,2,0,1.59,2017,Oct,Q4,0.27
5943,CA-2016-151092,8/6/2016,8/13/2016,Standard Class,VG-21790,Consumer,United States,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.17,4,0.2,18.48,2016,Aug,Q3,0.09
5944,CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265,Corporate,United States,Los Angeles,California,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,0,2.64,2014,Aug,Q3,0.42
5945,CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265,Corporate,United States,Los Angeles,California,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0,30.43,2014,Aug,Q3,0.32
5946,CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265,Corporate,United States,Los Angeles,California,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92,4,0,12.44,2014,Aug,Q3,0.48
5947,CA-2014-104178,8/25/2014,8/29/2014,Standard Class,JM-15265,Corporate,United States,Los Angeles,California,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84,4,0,13.19,2014,Aug,Q3,0.27
5948,CA-2015-115924,9/14/2015,9/18/2015,Second Class,BE-11455,Home Office,United States,Des Moines,Iowa,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0,12.69,2015,Sep,Q3,0.49
5949,CA-2017-161046,3/5/2017,3/5/2017,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0,19.63,2017,Mar,Q1,0.46
5950,CA-2017-161046,3/5/2017,3/5/2017,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97,3,0,125.99,2017,Mar,Q1,0.42
5951,CA-2017-161046,3/5/2017,3/5/2017,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.67,2017,Mar,Q1,0.3
5952,CA-2017-161046,3/5/2017,3/5/2017,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,0,112.49,2017,Mar,Q1,0.48
5953,US-2017-141698,4/15/2017,4/21/2017,Standard Class,SD-20485,Home Office,United States,Houston,Texas,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.74,4,0.2,7.26,2017,Apr,Q2,0.35
5954,US-2014-105151,3/30/2014,3/31/2014,First Class,SG-20890,Corporate,United States,New York City,New York,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0,2.94,2014,Mar,Q1,0.28
5955,CA-2014-155796,11/11/2014,11/15/2014,Second Class,TS-21430,Corporate,United States,Reading,Pennsylvania,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.97,2,0.2,7.79,2014,Nov,Q4,0.33
5956,CA-2014-155796,11/11/2014,11/15/2014,Second Class,TS-21430,Corporate,United States,Reading,Pennsylvania,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,0.5,-250.54,2014,Nov,Q4,-0.48
5957,CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225,Corporate,United States,San Francisco,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0,6.77,2016,Mar,Q1,0.01
5958,CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225,Corporate,United States,San Francisco,California,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0,40.27,2016,Mar,Q1,0.26
5959,CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225,Corporate,United States,San Francisco,California,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0,14.97,2016,Mar,Q1,0.49
5960,CA-2016-127138,3/12/2016,3/15/2016,Second Class,DK-13225,Corporate,United States,San Francisco,California,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.35,3,0.2,77.04,2016,Mar,Q1,0.1
5961,CA-2017-150602,2/9/2017,2/14/2017,Second Class,ML-17395,Corporate,United States,Los Angeles,California,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0,6.55,2017,Feb,Q1,0.31
5962,CA-2014-140732,11/11/2014,11/13/2014,Second Class,MA-17560,Home Office,United States,Los Angeles,California,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.93,9,0.2,57.59,2014,Nov,Q4,0.1
5963,CA-2014-140732,11/11/2014,11/13/2014,Second Class,MA-17560,Home Office,United States,Los Angeles,California,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0,2.02,2014,Nov,Q4,0.26
5964,CA-2014-140732,11/11/2014,11/13/2014,Second Class,MA-17560,Home Office,United States,Los Angeles,California,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,4,0,55.76,2014,Nov,Q4,0.45
5965,CA-2017-119011,8/20/2017,8/25/2017,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0,5.17,2017,Aug,Q3,0.3
5966,CA-2017-119011,8/20/2017,8/25/2017,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.44,2017,Aug,Q3,0.28
5967,CA-2017-119011,8/20/2017,8/25/2017,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual EarpiecesÂ Headset,107.88,3,0.2,10.79,2017,Aug,Q3,0.1
5968,CA-2016-166912,1/15/2016,1/17/2016,First Class,BE-11335,Home Office,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0,40.17,2016,Jan,Q1,0.49
5969,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,Consumer,United States,San Diego,California,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0,50.33,2014,Jul,Q3,0.48
5970,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,Consumer,United States,San Diego,California,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.7,2,0.2,3.16,2014,Jul,Q3,0.36
5971,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,Consumer,United States,San Diego,California,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0,9.76,2014,Jul,Q3,0.49
5972,CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,Consumer,United States,San Diego,California,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0,15.49,2014,Jul,Q3,0.36
5973,CA-2017-115105,2/6/2017,2/11/2017,Standard Class,BD-11770,Consumer,United States,New York City,New York,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.78,1,0.2,30.1,2017,Feb,Q1,0.13
5974,CA-2015-143980,12/25/2015,12/29/2015,Standard Class,JK-15640,Home Office,United States,New York City,New York,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,0,124.49,2015,Dec,Q4,0.3
5975,CA-2016-135636,10/8/2016,10/13/2016,Standard Class,DB-13615,Consumer,United States,Charlotte,North Carolina,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,0.2,-67.85,2016,Oct,Q4,-0.18
5976,CA-2017-102155,7/13/2017,7/17/2017,Standard Class,RR-19525,Corporate,United States,Overland Park,Kansas,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0,93.7,2017,Jul,Q3,0.26
5977,CA-2017-102155,7/13/2017,7/17/2017,Standard Class,RR-19525,Corporate,United States,Overland Park,Kansas,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0,6.24,2017,Jul,Q3,0.46
5978,CA-2017-116953,4/24/2017,4/25/2017,First Class,SV-20935,Consumer,United States,Mesa,Arizona,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552,10,0.2,34.5,2017,Apr,Q2,0.06
5979,CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465,Home Office,United States,Tulsa,Oklahoma,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,429.9,5,0,111.77,2014,Sep,Q3,0.26
5980,CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465,Home Office,United States,Tulsa,Oklahoma,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,0,15.39,2014,Sep,Q3,0.48
5981,CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465,Home Office,United States,Tulsa,Oklahoma,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0,45.35,2014,Sep,Q3,0.28
5982,CA-2014-117765,9/7/2014,9/13/2014,Standard Class,RB-19465,Home Office,United States,Tulsa,Oklahoma,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0,5.76,2014,Sep,Q3,0.29
5983,CA-2016-114895,11/21/2016,11/28/2016,Standard Class,MV-18190,Consumer,United States,New York City,New York,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0,6.35,2016,Nov,Q4,0.49
5984,CA-2017-112984,9/16/2017,9/18/2017,Second Class,EH-14185,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.54,6,0.2,6.42,2017,Sep,Q3,0.31
5985,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0,76.09,2016,Jul,Q3,0.41
5986,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0,35.68,2016,Jul,Q3,0.46
5987,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,0.88,2016,Jul,Q3,0.01
5988,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,0,120.51,2016,Jul,Q3,0.49
5989,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,0,4.04,2016,Jul,Q3,0.47
5990,CA-2016-163776,7/19/2016,7/25/2016,Standard Class,JS-16030,Consumer,United States,Hattiesburg,Mississippi,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0,126.23,2016,Jul,Q3,0.25
5991,US-2017-163300,9/15/2017,9/21/2017,Standard Class,ES-14020,Consumer,United States,Los Angeles,California,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.49,7,0.2,884.06,2017,Sep,Q3,0.38
5992,US-2017-163300,9/15/2017,9/21/2017,Standard Class,ES-14020,Consumer,United States,Los Angeles,California,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.54,7,0.2,32.34,2017,Sep,Q3,0.09
5993,US-2017-163300,9/15/2017,9/21/2017,Standard Class,ES-14020,Consumer,United States,Los Angeles,California,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.75,3,0.2,-20.78,2017,Sep,Q3,-0.11
5994,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640,Corporate,United States,Columbus,Ohio,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,5,0.2,-4.06,2016,Dec,Q4,-0.06
5995,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640,Corporate,United States,Columbus,Ohio,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",13.52,2,0.2,1.69,2016,Dec,Q4,0.13
5996,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640,Corporate,United States,Columbus,Ohio,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",458.43,5,0.3,-137.53,2016,Dec,Q4,-0.3
5997,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640,Corporate,United States,Columbus,Ohio,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.14,4,0.2,24.2,2016,Dec,Q4,0.06
5998,CA-2016-162187,12/11/2016,12/11/2016,Same Day,NS-18640,Corporate,United States,Columbus,Ohio,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.87,2016,Dec,Q4,-0.45
5999,US-2014-112991,12/10/2014,12/14/2014,Standard Class,SH-19975,Corporate,United States,Caldwell,Idaho,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,338.35,3,0.2,4.23,2014,Dec,Q4,0.01
6000,US-2014-112991,12/10/2014,12/14/2014,Standard Class,SH-19975,Corporate,United States,Caldwell,Idaho,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,25.92,4,0,12.44,2014,Dec,Q4,0.48
6001,US-2014-112991,12/10/2014,12/14/2014,Standard Class,SH-19975,Corporate,United States,Caldwell,Idaho,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,0,42.03,2014,Dec,Q4,0.46
6002,CA-2014-124079,12/13/2014,12/17/2014,Standard Class,RF-19345,Corporate,United States,Phoenix,Arizona,West,FUR-FU-10002553,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",87.96,3,0.2,7.7,2014,Dec,Q4,0.09
6003,CA-2014-124079,12/13/2014,12/17/2014,Standard Class,RF-19345,Corporate,United States,Phoenix,Arizona,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.21,2,0.7,-4.17,2014,Dec,Q4,-0.8
6004,US-2017-146878,9/21/2017,9/27/2017,Standard Class,DL-12865,Consumer,United States,Miami,Florida,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.29,1,0.7,-8.61,2017,Sep,Q3,-0.7
6005,CA-2017-107244,9/7/2017,9/11/2017,Standard Class,AG-10390,Consumer,United States,Los Angeles,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0,8.3,2017,Sep,Q3,0.42
6006,CA-2015-100657,11/2/2015,11/7/2015,Standard Class,SW-20245,Consumer,United States,Troy,New York,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.76,2,0.1,8.54,2015,Nov,Q4,0.08
6007,CA-2017-129581,12/11/2017,12/18/2017,Standard Class,KN-16390,Corporate,United States,New Bedford,Massachusetts,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.87,2017,Dec,Q4,0.03
6008,CA-2017-129028,4/1/2017,4/3/2017,First Class,GB-14530,Corporate,United States,Florence,South Carolina,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0,21.75,2017,Apr,Q2,0.17
6009,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,68.52,3,0,31.52,2015,Dec,Q4,0.46
6010,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0,14.24,2015,Dec,Q4,0.19
6011,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2548.56,6,0.2,286.71,2015,Dec,Q4,0.11
6012,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.15,2015,Dec,Q4,0.45
6013,CA-2015-135580,12/30/2015,1/3/2016,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.99,2015,Dec,Q4,0.13
6014,CA-2016-159016,3/10/2016,3/11/2016,First Class,KF-16285,Home Office,United States,Los Angeles,California,West,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5,0,7.15,2016,Mar,Q1,0.48
6015,CA-2016-159016,3/10/2016,3/11/2016,First Class,KF-16285,Home Office,United States,Los Angeles,California,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4158.91,8,0.2,363.9,2016,Mar,Q1,0.09
6016,CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555,Corporate,United States,Los Angeles,California,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.63,2014,Apr,Q2,0.17
6017,CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555,Corporate,United States,Los Angeles,California,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.91,2014,Apr,Q2,0.39
6018,CA-2014-102652,4/6/2014,4/12/2014,Standard Class,AY-10555,Corporate,United States,Los Angeles,California,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0,9.33,2014,Apr,Q2,0.48
